,quadkey,tile,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
4485802,2100313332210020,"POLYGON ((-68.115234375 -16.4782301277642, -68.1097412109375 -16.4782301277642, -68.1097412109375 -16.4834976026481, -68.115234375 -16.4834976026481, -68.115234375 -16.4782301277642))",5094,814,16,8,1
4485803,2100313332210022,"POLYGON ((-68.115234375 -16.4834976026481, -68.1097412109375 -16.4834976026481, -68.1097412109375 -16.4887649342421, -68.115234375 -16.4887649342421, -68.115234375 -16.4834976026481))",10182,3061,9,1,1
4485804,2100313332210023,"POLYGON ((-68.1097412109375 -16.4834976026481, -68.104248046875 -16.4834976026481, -68.104248046875 -16.4887649342421, -68.1097412109375 -16.4887649342421, -68.1097412109375 -16.4834976026481))",19264,5350,11,2,1
4485805,2100313332210032,"POLYGON ((-68.104248046875 -16.4834976026481, -68.0987548828125 -16.4834976026481, -68.0987548828125 -16.4887649342421, -68.104248046875 -16.4887649342421, -68.104248046875 -16.4834976026481))",7060,626,11,1,1
4485806,2100313332210033,"POLYGON ((-68.0987548828125 -16.4834976026481, -68.09326171875 -16.4834976026481, -68.09326171875 -16.4887649342421, -68.0987548828125 -16.4887649342421, -68.0987548828125 -16.4834976026481))",17368,9634,71,16,4
4485807,2100313332210122,"POLYGON ((-68.09326171875 -16.4834976026481, -68.0877685546875 -16.4834976026481, -68.0877685546875 -16.4887649342421, -68.09326171875 -16.4887649342421, -68.09326171875 -16.4834976026481))",6741,6632,10,3,3
4485808,2100313332210200,"POLYGON ((-68.115234375 -16.4887649342421, -68.1097412109375 -16.4887649342421, -68.1097412109375 -16.4940321225054, -68.115234375 -16.4940321225054, -68.115234375 -16.4887649342421))",9371,3393,21,85,10
4485809,2100313332210201,"POLYGON ((-68.1097412109375 -16.4887649342421, -68.104248046875 -16.4887649342421, -68.104248046875 -16.4940321225054, -68.1097412109375 -16.4940321225054, -68.1097412109375 -16.4887649342421))",5103,1545,12,1,1
4485810,2100313332210202,"POLYGON ((-68.115234375 -16.4940321225054, -68.1097412109375 -16.4940321225054, -68.1097412109375 -16.4992991673976, -68.115234375 -16.4992991673976, -68.115234375 -16.4940321225054))",10477,3858,112,49,16
4485811,2100313332210203,"POLYGON ((-68.1097412109375 -16.4940321225054, -68.104248046875 -16.4940321225054, -68.104248046875 -16.4992991673976, -68.1097412109375 -16.4992991673976, -68.1097412109375 -16.4940321225054))",11495,3657,12,34,8
4485812,2100313332210210,"POLYGON ((-68.104248046875 -16.4887649342421, -68.0987548828125 -16.4887649342421, -68.0987548828125 -16.4940321225054, -68.104248046875 -16.4940321225054, -68.104248046875 -16.4887649342421))",2553,441,31,5,2
4485813,2100313332210211,"POLYGON ((-68.0987548828125 -16.4887649342421, -68.09326171875 -16.4887649342421, -68.09326171875 -16.4940321225054, -68.0987548828125 -16.4940321225054, -68.0987548828125 -16.4887649342421))",14860,6593,7,2,1
4485814,2100313332210212,"POLYGON ((-68.104248046875 -16.4940321225054, -68.0987548828125 -16.4940321225054, -68.0987548828125 -16.4992991673976, -68.104248046875 -16.4992991673976, -68.104248046875 -16.4940321225054))",7210,2699,53,10,4
4485815,2100313332210213,"POLYGON ((-68.0987548828125 -16.4940321225054, -68.09326171875 -16.4940321225054, -68.09326171875 -16.4992991673976, -68.0987548828125 -16.4992991673976, -68.0987548828125 -16.4940321225054))",7279,860,3,2,1
4485816,2100313332210220,"POLYGON ((-68.115234375 -16.4992991673976, -68.1097412109375 -16.4992991673976, -68.1097412109375 -16.5045660688779, -68.115234375 -16.5045660688779, -68.115234375 -16.4992991673976))",10277,3807,17,48,15
4485817,2100313332210221,"POLYGON ((-68.1097412109375 -16.4992991673976, -68.104248046875 -16.4992991673976, -68.104248046875 -16.5045660688779, -68.1097412109375 -16.5045660688779, -68.1097412109375 -16.4992991673976))",9219,3460,15,56,11
4485818,2100313332210222,"POLYGON ((-68.115234375 -16.5045660688779, -68.1097412109375 -16.5045660688779, -68.1097412109375 -16.5098328269058, -68.115234375 -16.5098328269058, -68.115234375 -16.5045660688779))",12125,4074,31,117,22
4485819,2100313332210223,"POLYGON ((-68.1097412109375 -16.5045660688779, -68.104248046875 -16.5045660688779, -68.104248046875 -16.5098328269058, -68.1097412109375 -16.5098328269058, -68.1097412109375 -16.5045660688779))",6838,2461,34,21,4
4485820,2100313332210230,"POLYGON ((-68.104248046875 -16.4992991673976, -68.0987548828125 -16.4992991673976, -68.0987548828125 -16.5045660688779, -68.104248046875 -16.5045660688779, -68.104248046875 -16.4992991673976))",13852,4720,13,31,11
4485821,2100313332210231,"POLYGON ((-68.0987548828125 -16.4992991673976, -68.09326171875 -16.4992991673976, -68.09326171875 -16.5045660688779, -68.0987548828125 -16.5045660688779, -68.0987548828125 -16.4992991673976))",17531,6413,12,2,2
4485822,2100313332210232,"POLYGON ((-68.104248046875 -16.5045660688779, -68.0987548828125 -16.5045660688779, -68.0987548828125 -16.5098328269058, -68.104248046875 -16.5098328269058, -68.104248046875 -16.5045660688779))",9821,9592,10,1,1
4485823,2100313332210233,"POLYGON ((-68.0987548828125 -16.5045660688779, -68.09326171875 -16.5045660688779, -68.09326171875 -16.5098328269058, -68.0987548828125 -16.5098328269058, -68.0987548828125 -16.5045660688779))",10124,3292,19,1,1
4485824,2100313332210302,"POLYGON ((-68.09326171875 -16.4940321225054, -68.0877685546875 -16.4940321225054, -68.0877685546875 -16.4992991673976, -68.09326171875 -16.4992991673976, -68.09326171875 -16.4940321225054))",15616,6303,8,2,1
4485825,2100313332210303,"POLYGON ((-68.0877685546875 -16.4940321225054, -68.082275390625 -16.4940321225054, -68.082275390625 -16.4992991673976, -68.0877685546875 -16.4992991673976, -68.0877685546875 -16.4940321225054))",9038,2126,74,3,2
4485826,2100313332210320,"POLYGON ((-68.09326171875 -16.4992991673976, -68.0877685546875 -16.4992991673976, -68.0877685546875 -16.5045660688779, -68.09326171875 -16.5045660688779, -68.09326171875 -16.4992991673976))",18643,844,7,2,1
4485827,2100313332210321,"POLYGON ((-68.0877685546875 -16.4992991673976, -68.082275390625 -16.4992991673976, -68.082275390625 -16.5045660688779, -68.0877685546875 -16.5045660688779, -68.0877685546875 -16.4992991673976))",13962,4498,11,89,21
4485828,2100313332210322,"POLYGON ((-68.09326171875 -16.5045660688779, -68.0877685546875 -16.5045660688779, -68.0877685546875 -16.5098328269058, -68.09326171875 -16.5098328269058, -68.09326171875 -16.5045660688779))",6019,766,13,2,2
4485829,2100313332210323,"POLYGON ((-68.0877685546875 -16.5045660688779, -68.082275390625 -16.5045660688779, -68.082275390625 -16.5098328269058, -68.0877685546875 -16.5098328269058, -68.0877685546875 -16.5045660688779))",12863,4728,18,165,26
4485830,2100313332210330,"POLYGON ((-68.082275390625 -16.4992991673976, -68.0767822265625 -16.4992991673976, -68.0767822265625 -16.5045660688779, -68.082275390625 -16.5045660688779, -68.082275390625 -16.4992991673976))",13067,4572,25,60,11
4485831,2100313332210331,"POLYGON ((-68.0767822265625 -16.4992991673976, -68.0712890625 -16.4992991673976, -68.0712890625 -16.5045660688779, -68.0767822265625 -16.5045660688779, -68.0767822265625 -16.4992991673976))",11410,4299,12,50,7
4485832,2100313332210332,"POLYGON ((-68.082275390625 -16.5045660688779, -68.0767822265625 -16.5045660688779, -68.0767822265625 -16.5098328269058, -68.082275390625 -16.5098328269058, -68.082275390625 -16.5045660688779))",14063,4886,9,32,6
4485833,2100313332210333,"POLYGON ((-68.0767822265625 -16.5045660688779, -68.0712890625 -16.5045660688779, -68.0712890625 -16.5098328269058, -68.0767822265625 -16.5098328269058, -68.0767822265625 -16.5045660688779))",5011,4579,15,4,3
4485834,2100313332211231,"POLYGON ((-68.0548095703125 -16.4992991673976, -68.04931640625 -16.4992991673976, -68.04931640625 -16.5045660688779, -68.0548095703125 -16.5045660688779, -68.0548095703125 -16.4992991673976))",10287,4198,743,2,2
4485835,2100313332211232,"POLYGON ((-68.060302734375 -16.5045660688779, -68.0548095703125 -16.5045660688779, -68.0548095703125 -16.5098328269058, -68.060302734375 -16.5098328269058, -68.060302734375 -16.5045660688779))",16212,6940,12,16,8
4485836,2100313332211233,"POLYGON ((-68.0548095703125 -16.5045660688779, -68.04931640625 -16.5045660688779, -68.04931640625 -16.5098328269058, -68.0548095703125 -16.5098328269058, -68.0548095703125 -16.5045660688779))",11998,4946,17,79,15
4485837,2100313332211320,"POLYGON ((-68.04931640625 -16.4992991673976, -68.0438232421875 -16.4992991673976, -68.0438232421875 -16.5045660688779, -68.04931640625 -16.5045660688779, -68.04931640625 -16.4992991673976))",13021,3643,22,6,4
4485838,2100313332211322,"POLYGON ((-68.04931640625 -16.5045660688779, -68.0438232421875 -16.5045660688779, -68.0438232421875 -16.5098328269058, -68.04931640625 -16.5098328269058, -68.04931640625 -16.5045660688779))",20194,6340,13,4,1
4485839,2100313332212000,"POLYGON ((-68.115234375 -16.5098328269058, -68.1097412109375 -16.5098328269058, -68.1097412109375 -16.5150994414408, -68.115234375 -16.5150994414408, -68.115234375 -16.5098328269058))",9080,3376,16,66,25
4485840,2100313332212001,"POLYGON ((-68.1097412109375 -16.5098328269058, -68.104248046875 -16.5098328269058, -68.104248046875 -16.5150994414408, -68.1097412109375 -16.5150994414408, -68.1097412109375 -16.5098328269058))",11748,4146,33,52,11
4485841,2100313332212002,"POLYGON ((-68.115234375 -16.5150994414408, -68.1097412109375 -16.5150994414408, -68.1097412109375 -16.5203659124421, -68.115234375 -16.5203659124421, -68.115234375 -16.5150994414408))",12850,4799,43,246,20
4485842,2100313332212003,"POLYGON ((-68.1097412109375 -16.5150994414408, -68.104248046875 -16.5150994414408, -68.104248046875 -16.5203659124421, -68.1097412109375 -16.5203659124421, -68.1097412109375 -16.5150994414408))",12654,4314,13,114,19
4485843,2100313332212012,"POLYGON ((-68.104248046875 -16.5150994414408, -68.0987548828125 -16.5150994414408, -68.0987548828125 -16.5203659124421, -68.104248046875 -16.5203659124421, -68.104248046875 -16.5150994414408))",18608,5545,41,37,10
4485844,2100313332212013,"POLYGON ((-68.0987548828125 -16.5150994414408, -68.09326171875 -16.5150994414408, -68.09326171875 -16.5203659124421, -68.0987548828125 -16.5203659124421, -68.0987548828125 -16.5150994414408))",17962,6289,15,1,1
4485845,2100313332212020,"POLYGON ((-68.115234375 -16.5203659124421, -68.1097412109375 -16.5203659124421, -68.1097412109375 -16.5256322398693, -68.115234375 -16.5256322398693, -68.115234375 -16.5203659124421))",17782,7445,15,283,103
4485846,2100313332212021,"POLYGON ((-68.1097412109375 -16.5203659124421, -68.104248046875 -16.5203659124421, -68.104248046875 -16.5256322398693, -68.1097412109375 -16.5256322398693, -68.1097412109375 -16.5203659124421))",12086,3951,17,146,43
4485847,2100313332212022,"POLYGON ((-68.115234375 -16.5256322398693, -68.1097412109375 -16.5256322398693, -68.1097412109375 -16.5308984236817, -68.115234375 -16.5308984236817, -68.115234375 -16.5256322398693))",15046,6234,15,152,42
4485848,2100313332212023,"POLYGON ((-68.1097412109375 -16.5256322398693, -68.104248046875 -16.5256322398693, -68.104248046875 -16.5308984236817, -68.1097412109375 -16.5308984236817, -68.1097412109375 -16.5256322398693))",13320,4137,68,318,65
4485849,2100313332212030,"POLYGON ((-68.104248046875 -16.5203659124421, -68.0987548828125 -16.5203659124421, -68.0987548828125 -16.5256322398693, -68.104248046875 -16.5256322398693, -68.104248046875 -16.5203659124421))",11004,3907,26,187,28
4485850,2100313332212031,"POLYGON ((-68.0987548828125 -16.5203659124421, -68.09326171875 -16.5203659124421, -68.09326171875 -16.5256322398693, -68.0987548828125 -16.5256322398693, -68.0987548828125 -16.5203659124421))",9703,3358,15,54,7
4485851,2100313332212032,"POLYGON ((-68.104248046875 -16.5256322398693, -68.0987548828125 -16.5256322398693, -68.0987548828125 -16.5308984236817, -68.104248046875 -16.5308984236817, -68.104248046875 -16.5256322398693))",12114,4113,13,231,58
4485852,2100313332212033,"POLYGON ((-68.0987548828125 -16.5256322398693, -68.09326171875 -16.5256322398693, -68.09326171875 -16.5308984236817, -68.0987548828125 -16.5308984236817, -68.0987548828125 -16.5256322398693))",10753,3881,13,145,23
4485853,2100313332212100,"POLYGON ((-68.09326171875 -16.5098328269058, -68.0877685546875 -16.5098328269058, -68.0877685546875 -16.5150994414408, -68.09326171875 -16.5150994414408, -68.09326171875 -16.5098328269058))",13500,4872,16,35,6
4485854,2100313332212101,"POLYGON ((-68.0877685546875 -16.5098328269058, -68.082275390625 -16.5098328269058, -68.082275390625 -16.5150994414408, -68.0877685546875 -16.5150994414408, -68.0877685546875 -16.5098328269058))",15624,5164,19,143,29
4485855,2100313332212102,"POLYGON ((-68.09326171875 -16.5150994414408, -68.0877685546875 -16.5150994414408, -68.0877685546875 -16.5203659124421, -68.09326171875 -16.5203659124421, -68.09326171875 -16.5150994414408))",11779,4288,12,202,39
4485856,2100313332212103,"POLYGON ((-68.0877685546875 -16.5150994414408, -68.082275390625 -16.5150994414408, -68.082275390625 -16.5203659124421, -68.0877685546875 -16.5203659124421, -68.0877685546875 -16.5150994414408))",12625,4384,41,368,59
4485857,2100313332212110,"POLYGON ((-68.082275390625 -16.5098328269058, -68.0767822265625 -16.5098328269058, -68.0767822265625 -16.5150994414408, -68.082275390625 -16.5150994414408, -68.082275390625 -16.5098328269058))",7898,3554,8,15,5
4485858,2100313332212111,"POLYGON ((-68.0767822265625 -16.5098328269058, -68.0712890625 -16.5098328269058, -68.0712890625 -16.5150994414408, -68.0767822265625 -16.5150994414408, -68.0767822265625 -16.5098328269058))",2258,4900,30,1,1
4485859,2100313332212112,"POLYGON ((-68.082275390625 -16.5150994414408, -68.0767822265625 -16.5150994414408, -68.0767822265625 -16.5203659124421, -68.082275390625 -16.5203659124421, -68.082275390625 -16.5150994414408))",17342,5124,24,7,2
4485860,2100313332212113,"POLYGON ((-68.0767822265625 -16.5150994414408, -68.0712890625 -16.5150994414408, -68.0712890625 -16.5203659124421, -68.0767822265625 -16.5203659124421, -68.0767822265625 -16.5150994414408))",6202,2516,12,36,2
4485861,2100313332212120,"POLYGON ((-68.09326171875 -16.5203659124421, -68.0877685546875 -16.5203659124421, -68.0877685546875 -16.5256322398693, -68.09326171875 -16.5256322398693, -68.09326171875 -16.5203659124421))",11896,4133,22,171,41
4485862,2100313332212121,"POLYGON ((-68.0877685546875 -16.5203659124421, -68.082275390625 -16.5203659124421, -68.082275390625 -16.5256322398693, -68.0877685546875 -16.5256322398693, -68.0877685546875 -16.5203659124421))",13912,4588,23,290,43
4485863,2100313332212122,"POLYGON ((-68.09326171875 -16.5256322398693, -68.0877685546875 -16.5256322398693, -68.0877685546875 -16.5308984236817, -68.09326171875 -16.5308984236817, -68.09326171875 -16.5256322398693))",16042,5395,19,205,35
4485864,2100313332212123,"POLYGON ((-68.0877685546875 -16.5256322398693, -68.082275390625 -16.5256322398693, -68.082275390625 -16.5308984236817, -68.0877685546875 -16.5308984236817, -68.0877685546875 -16.5256322398693))",14088,4278,17,191,60
4485865,2100313332212130,"POLYGON ((-68.082275390625 -16.5203659124421, -68.0767822265625 -16.5203659124421, -68.0767822265625 -16.5256322398693, -68.082275390625 -16.5256322398693, -68.082275390625 -16.5203659124421))",15850,4114,17,189,9
4485866,2100313332212131,"POLYGON ((-68.0767822265625 -16.5203659124421, -68.0712890625 -16.5203659124421, -68.0712890625 -16.5256322398693, -68.0767822265625 -16.5256322398693, -68.0767822265625 -16.5203659124421))",9021,2867,11,19,4
4485867,2100313332212132,"POLYGON ((-68.082275390625 -16.5256322398693, -68.0767822265625 -16.5256322398693, -68.0767822265625 -16.5308984236817, -68.082275390625 -16.5308984236817, -68.082275390625 -16.5256322398693))",11612,4284,29,97,25
4485868,2100313332212133,"POLYGON ((-68.0767822265625 -16.5256322398693, -68.0712890625 -16.5256322398693, -68.0712890625 -16.5308984236817, -68.0767822265625 -16.5308984236817, -68.0767822265625 -16.5256322398693))",13632,5577,17,367,72
4485869,2100313332212200,"POLYGON ((-68.115234375 -16.5308984236817, -68.1097412109375 -16.5308984236817, -68.1097412109375 -16.5361644638388, -68.115234375 -16.5361644638388, -68.115234375 -16.5308984236817))",2816,846,8,1,1
4485870,2100313332212201,"POLYGON ((-68.1097412109375 -16.5308984236817, -68.104248046875 -16.5308984236817, -68.104248046875 -16.5361644638388, -68.1097412109375 -16.5361644638388, -68.1097412109375 -16.5308984236817))",14410,4154,11,45,16
4485871,2100313332212210,"POLYGON ((-68.104248046875 -16.5308984236817, -68.0987548828125 -16.5308984236817, -68.0987548828125 -16.5361644638388, -68.104248046875 -16.5361644638388, -68.104248046875 -16.5308984236817))",14512,4654,18,129,39
4485872,2100313332212211,"POLYGON ((-68.0987548828125 -16.5308984236817, -68.09326171875 -16.5308984236817, -68.09326171875 -16.5361644638388, -68.0987548828125 -16.5361644638388, -68.0987548828125 -16.5308984236817))",12065,3860,35,180,37
4485873,2100313332212212,"POLYGON ((-68.104248046875 -16.5361644638388, -68.0987548828125 -16.5361644638388, -68.0987548828125 -16.5414303603, -68.104248046875 -16.5414303603, -68.104248046875 -16.5361644638388))",14653,5448,18,46,12
4485874,2100313332212213,"POLYGON ((-68.0987548828125 -16.5361644638388, -68.09326171875 -16.5361644638388, -68.09326171875 -16.5414303603, -68.0987548828125 -16.5414303603, -68.0987548828125 -16.5361644638388))",11020,4538,68,157,29
4485875,2100313332212231,"POLYGON ((-68.0987548828125 -16.5414303603, -68.09326171875 -16.5414303603, -68.09326171875 -16.5466961130247, -68.0987548828125 -16.5466961130247, -68.0987548828125 -16.5414303603))",12909,3881,19,96,25
