a0,a1,a2,a3,a4,a40,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b3,b4,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c6.other.,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,c10,d1,d2,d3.d31.,d3.d32.,d3.d33.,d3.d34.,d3.d35.,d3.d36.,d3.d37.,d3.d38.,d3.other.,d4,e1,e2,e3,e4,e5,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,e10.e81.,e10.e82.,e10.e83.,e10.e84.,e10.e85.,e10.e86.,e10.e87.,e10.e88.,e10.e89.,e10.e90.,e10.e91.,e10.e92.,e10.e93.,e10.other.,e11,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,g21,g3.g31.,g3.g32.,g3.g33.,g3.g34.,g3.g35.,g3.g36.,g3.g37.,g3.g38.,g3.g39.,g3.g40.,g3.g41.,g3.other.,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ002.,j11.SQ003.,j11.SQ004.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k3,k4,k5,k6,k7,k8,l1.l11.,l1.l12.,l1.l13.,l1.l14.,l1.l15.,l1.other.,l2,l3,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10
Sí,Femenino,48,La Paz,La Paz,LA MERCED B,Sí,No,No,No,No,No,,25,Más de un año,8,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Sí,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,2,Sí,Dudoso,Dudoso,Dudoso,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,Sí,No,,N/A,N/A,Sí,Sí,No,,Sí,No,Ocasionalmente,Rara vez,Rara vez,Rara vez,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Nunca,Rara vez,Rara vez,Sí,Sí,No,Sí,No,,Sí,Implementación de software libre ,excelente,Se brindó muy buen conocimiento,mas o menos,La tecnología avanza y uno se queda obsoleto si no lo aprende,Sí,Las clases se volverían más didácticas ,excelente,Tienen conocimiento de los programas a detalle ,Sí,Somo me falta conocimiento las ganas la tengo ,Recomendar que sea todo el año
Sí,Femenino,56,Tarija,Tarija,LA SALLE CONVENIO Tarde,Sí,No,Sí,No,No,No,,33,Más de un año,17,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Curso en el colegio de AGETIC ,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,No,Sí,No,No,,Sí,Sí,Sí,Sí,No,Casi siempre,Ocasionalmente,Clases prácticas,Casi siempre,Rara vez,Rara vez,Sí,Sí,No,No,Sí,,Sí,Inclusion de sofware libre ,buena,,mucho,,Sí,,excelente,,Sí,,
Sí,Masculino,32,Oruro,Oruro,NACIONAL SAN JOSE,No,No,Sí,No,No,No,,9,Menos de un año,NA,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Sí,Sí,agetic,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,,Sí,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,No,No,No,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,3,Dudoso,Sí,Sí,Sí,Dudoso,Dudoso,Dudoso,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,No,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Sí,No,Sí,No,Sí,No,,Sí,No,No,No,No,Ocasionalmente,Rara vez,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,,Sí,capacitación del gobierno para los profesores y estudiantes de los colegios fiscales,buena,fue muy buena idea reforzar el conocimiento de los maestros y alumnos,mucho,en la actualidad es necesario el uso de las computadoras y en necesario aprender desde colegio,Sí,se interesaron mucho mas por las tareas y se motivaron a continuar con las tareas,excelente,existió mucha dedicación por parte de los dos voluntarios ya que indicaron desde cero a los estudiantes y fueron muy amables,Sí,creo que es necesario mas capacitaciones durante toda la gestión para reforzar ya que los profesores olvidan rápidamente lo aprendido,que continúe con esa misión de enseñar a profesores y estudiantes
Sí,Femenino,45,La Paz,La Paz,MARIEN GARTEN C,Sí,No,No,No,No,No,,7,Más de un año,3,"Vida, Tierra y Territorio",N/A,N/A,Sí,No,No,Sí,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Capacitación en uso de software libre,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Internet móvil,Casa,,Sí,No,No,Sí,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Geogebra,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Casi siempre,Casi siempre,Siempre,Siempre,Casi siempre,Casi siempre,Siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,Sí,Sí,No,Ocasionalmente,Casi siempre,Clases de laboratorios,Siempre,Siempre,Casi siempre,Sí,Sí,Sí,Sí,Sí,,No,,buena,Se dieron de clase prácticas y completas,mucho,La ciencia avanza constantemente ,Sí,Adquieren nuevos conocimientos ,excelente,Por qué las clases se dieron de manera didáctica y práctica ,Sí,La clase llega ser más didáctica ,Debe basarse en la realidad del lugar 
Sí,Femenino,58,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,Sí,No,Sí,No,Sí,No,,22,Más de un año,18,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Agetic,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,,Sí,No,Sí,No,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,,NA,Sí,Sí,Dudoso,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,No,,N/A,N/A,No,No,Sí,En este año,Sí,No,Ocasionalmente,Casi siempre,Siempre,Siempre,Casi siempre,Ocasionalmente,Rara vez,Rara vez,Sí,Sí,Sí,No,Sí,No,Audios ,Sí,Sí,No,Sí,No,Casi siempre,Ocasionalmente,Clases frontales,Ocasionalmente,Casi siempre,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,,Sí,Capacitación a profesores y alumnos en el manejo de software libre,excelente,La Capacitaciones fueron bastante didacticas utilizando las Kuaas ,mucho,Para nuestro alumnos pongan mas interes y atención en las clases ,Sí,Porque se utilizo estas herramientas en trabajos grupales dentro el contenido de la materia (medios de comunicación) y se pude ver el entusiasmo de los mismos ,excelente,Mucha colaboracion de su parte y predisposición para el apoyo en las aulas.,Sí,De esta manera la siguiente gestión elaborar mejores contenidos dentro de la materia.,
Sí,Femenino,45,La Paz,El Alto,PRIMAVERA B,Sí,No,No,No,No,No,,20,Más de un año,12,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,manejo de las KUAA,Sí,Computadora de escritorio,1,No,NA,Por algún familiar,,Sí,No,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,No,Sí,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,6,Sí,Sí,No,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,metodos practicos,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Siempre,Ocasionalmente,Siempre,Casi siempre,Siempre,Ocasionalmente,Sí,No,No,Sí,Sí,No,,Sí,No,Sí,No,No,Siempre,Ocasionalmente,Clases frontales,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,No,,Sí,"esta relacionada al manejo de las KUAAS, incentivando a los estudiantes en su manipulación, desarrollo y practica.",excelente,"por que demostraron capacidad, interés en que uno pueda aprender y entender una determinada aplicación.",mucho,"por que es importante se aplicación, para un mejor desarrollo de sus capacidades.",Sí,desarrollan sus destrezas y habilidades.,excelente,demostraron interés buena predisposición y gran apoyo en su trabajo.,Sí,cuanto mayor es la practica son mejores los resultados que uno puede tener.,que se pueda tener mayor tiempo de practica en el uso de los equipo para un mejor trabajo con los estudiantes.
Sí,Femenino,57,La Paz,El Alto,PRIMAVERA B,Sí,No,Sí,No,No,No,,32,Más de un año,9,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,tics ,Sí,Computadora de escritorio,2,Sí,4,Por cuenta propia,,Sí,Sí,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Internet móvil,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,practico,Sí,No,Sí,Sí,Sí,Hace un año,Sí,Sí,Ocasionalmente,Ocasionalmente,Siempre,Ocasionalmente,Casi siempre,Siempre,Siempre,Ocasionalmente,Sí,No,No,Sí,Sí,No,,Sí,No,Sí,No,No,Siempre,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,No,,Sí,"incentivar el manejo de las kuaas,de forma teorica y practica a estudiantes y docentes",excelente,por que tuvieron la capacidad  y paciencia de despejar todas nuestras dudas,mucho,por que estamos en una era tecnologica y debemos utilizarla,Sí,es accesible,excelente,tienen conocimiento delo que imparten y se hacen entender,Sí,"habria mas tiempo,para poder aprender mas profundamente  ","deberia llevarse a inicio de gestion ,ademas incluir a sextos de secundaria"
Sí,Femenino,38,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,No,No,Sí,No,No,No,,10,Más de un año,7,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Kuas,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,No,No,No,No,No,No,No,No,No,No,No,No,,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,No,No,No,No,,Sí,No,No,No,No,Siempre,Siempre,Talleres,Siempre,Siempre,Siempre,Sí,No,No,No,No,,Sí,"Observar mejores métodos para aplicar en nuestros contenidos
",buena,Si,mas o menos,Tienen que mejorar,Sí,"Aumenta los conocimientos
",buena,Si,Sí,Si,"Mejorar los talleres más práctica que teoría
"
Sí,Femenino,29,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,Sí,No,Sí,Sí,No,No,,4,Menos de un año,NA,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,No,,Sí,Sí,Ocasionalmente,Casi siempre,Siempre,Siempre,Casi siempre,Casi siempre,Siempre,Siempre,Sí,Sí,No,No,No,No,,No,Sí,No,No,No,Casi siempre,Ocasionalmente,Clases prácticas,Casi siempre,Casi siempre,Casi siempre,No,Sí,No,No,No,,Sí,,regular,,mucho,Por que ayuda a mejorar el proceso de enseñanza de aprendizaje ,Sí,Adquieren mayor conocimiento ,buena,,Sí,,
Sí,Femenino,40,Oruro,Oruro,NACIONAL SAN JOSE,Sí,No,No,No,No,No,,18,Menos de un año,NA,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,No,,NA,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,No,No,No,No,,No,Sí,Sí,No,No,No,No,No,No,No,Sí,,Sí,No,Sí,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,NA,Sí,Sí,Sí,Sí,Sí,Dudoso,Dudoso,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,No,Sí,En este año,No,No,Casi siempre,Casi siempre,Casi siempre,Siempre,Casi siempre,Siempre,Casi siempre,Ocasionalmente,Sí,Sí,No,No,No,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,,Sí,son las capacitaciones que nos brinda agetic para poder utilizar las kuuas y que no esten solamente en direccion,buena,si creo que es necesario y muy útil para los estudiantes y profesores,mucho,se volvió muy necesario hoy en día el uso de las tecnologías para poder obtener algún trabajo,Sí,si los motivo a seguir aprendiendo y se mostraron muy contento al poder utilizar las computadoras ya que no las utilizaban,buena,fueron muy pacientes al momento de indicar a los estudiantes,Sí,si se diera clases mas seguidas yo con gusto las pongo en practica con mis estudiantes,que se pueda realizar esta actividad también con los 3ros hasta 6tos
Sí,Femenino,46,Pando,Cobija,MCAL. SUCRE MAÑANA,No,No,Sí,No,No,No,,23,Más de un año,15,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,,Internet móvil,Casa,,Sí,Sí,No,Sí,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,2,No,No,Sí,No,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,Sí,Investigativo,Sí,No,No,No,No,,Sí,No,Casi siempre,Nunca,Nunca,Nunca,Rara vez,Nunca,Nunca,Casi siempre,Sí,Sí,No,No,No,No,,No,Sí,No,No,No,Siempre,Siempre,Clases prácticas,Nunca,Nunca,Nunca,Sí,No,No,No,No,,Sí,,regular,Por falta de mas capacitacion,mas o menos,Porque no todos los estudiantes cuentan con esos recursos,No,Porque no estamos en nuestra unidad educativa,regular,Porque no hay estudiantes capacitados con ese conocimiento de tecnologia,Sí,Habiendo mas capacitacion al inicio de cada año,Mas capacitacion 
Sí,Femenino,33,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,Sí,No,No,No,No,No,,7,Más de un año,2,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Uso de las TICS,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,No,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,No,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,5,Sí,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,No,No,,No,Sí,No,No,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Ocasionalmente,Casi siempre,No,Sí,No,No,No,,Sí,La incorporacion de las TICS en el sistema educativo. ,buena,El tiempo es muy corto,mucho,"El avance de la tecnologia, cada vez es mas rapido. ",Sí,Aprenden de forma rapida y creativa,buena,El tiempo es insuficiente,Sí,Claro q si,"Q sea de mas tiempo, y apompañamiento de la misma manera. "
Sí,Masculino,59,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,No,No,Sí,No,No,No,,30,Más de un año,27,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,tecnico auxiliar  CEC,Sí,Computadora de escritorio,4,Sí,2,Por cuenta propia,,Sí,No,Sí,No,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,3,Sí,Sí,Dudoso,No,No,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,Sí,las aprendidas en el proyecto,Sí,No,Sí,Sí,No,,Sí,No,Nunca,Rara vez,Casi siempre,Ocasionalmente,Casi siempre,Nunca,Nunca,Casi siempre,Sí,No,No,Sí,Sí,No,,Sí,No,No,No,No,Siempre,Ocasionalmente,Clases frontales,Casi siempre,Casi siempre,Siempre,No,No,No,No,No,tiempo en clase,Sí,son bases de conocimientos ya desarrollados en cada individuo ,excelente,,mucho,POR LA PREDISPOSIÓN DE LOS FACILITADORES Y LA BUENA PREPARACIÓN ,Sí,,excelente,,Sí,,QUE CONTINUE EL PROYECTO
Sí,Femenino,45,Oruro,Oruro,NACIONAL SAN JOSE,No,No,Sí,No,Sí,No,,25,Menos de un año,NA,"Vida, Tierra y Territorio",N/A,N/A,No,No,Sí,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,No,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,No,No,,Sí,No,Siempre,Siempre,Casi siempre,Ocasionalmente,Casi siempre,Ocasionalmente,Casi siempre,Casi siempre,Sí,No,No,Sí,No,No,,Sí,No,No,No,No,Ocasionalmente,Casi siempre,Clases prácticas,Ocasionalmente,Ocasionalmente,Casi siempre,Sí,Sí,Sí,No,No,,Sí,es un programa en el cual se nos brindo apoyo a nosotros los profesores así también a los estudiantes los cuales necesitan la capacitación para un futuro. ,buena,fue muy buena la intención de agetic para brindarnos estas capacitaciones,mucho,anteriormente no era necesario pero con el paso de los años se convirtió en una herramienta muy necesaria la cual es fundamental tanto para el ingreso a las universidades así como para la vida laboral,Sí,"si mejoro, ya que se vieron muy emocionados de poder usar las kuuas de las que tanto hablaban pero no conocían hasta que los voluntarios ingresaron con ellas para usar con herramientas como freemind en mi caso",buena,la labor la desempeñaron muy bien con mis estudiantes ya que ingresaron e indicaron con dedicacion,Sí,estoy deacuerdo,que sea todo el año
Sí,Femenino,56,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,Sí,No,Sí,Sí,No,No,,27,Más de un año,12,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,proyecto de inclusion digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,5,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,No,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,No,Sí,Sí,No,,Sí,Sí,Sí,Sí,No,Siempre,Siempre,Clases prácticas,Siempre,Casi siempre,Casi siempre,Sí,No,Sí,No,Sí,,Sí,no ayuda a integra el uso de la kuaas a la enseñanza y mejorarla,excelente,"En al medida de sus posibilidades y el tiempo que pudimos darles, pusieron mucho esfuerzo de su parte",mucho,,Sí,,excelente,,Sí,,
Sí,Masculino,58,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,Sí,No,Sí,Sí,No,No,,33,Más de un año,6,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Proyecto de Inclusion Digital y curso de la Alcaldía,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,Sí,Sí,No,No,No,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,4,Sí,Sí,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Casi siempre,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,No,,No,Sí,Sí,Sí,No,Casi siempre,Ocasionalmente,Clases frontales,Ocasionalmente,Ocasionalmente,Rara vez,Sí,No,Sí,No,Sí,,Sí,,excelente,,mucho,,Sí,,excelente,,Sí,,
